fx,sno,title,imdbRating,id,sentiment
10551,10551,Pentru patrie (1977),7.4,3087_9,1
10552,10552,Irrwege einer Ehe (1920),8.2,1915_8,1
10553,10553,The Mummy Parody (TV Short 2001),6.5,574_10,1
10554,10554,Die Frauen von Stepford (2004),5.2,6062_8,1
10555,10555,Kalender Girls (2003),6.9,2860_4,0
10556,10556,Per Anhalter durch die Galaxis (2005),6.8,1800_4,0
10557,10557,Volltreffer - Ein Supercoach greift durch (2005),5.1,1928_9,1
10558,10558,El Mariachi: 10 Years Later (Video 2003),6.1,9890_10,1
10559,10559,Ein ferpektes Verbrechen - Crimen ferpecto (2004),7.1,12159_8,1
10560,10560,Battlezone (Video Game 1980),6.1,649_7,0
10561,10561,Akte X - Die unheimlichen Fälle des FBI Biogenesis (TV Episode 1999),8.5,8708_1,0
10562,10562,Beverly Hills Cop (Video Game 1990),5.6,8181_10,1
10563,10563,Lichter der Großstadt (1931),8.7,3495_1,0
10564,10564,Das Fest (1998),8.2,11612_10,1
10565,10565,Road Trip (2000),6.5,6919_10,1
10566,10566,Schwer verliebt (2001),5.9,12217_9,1
10567,10567,Felon (2008),7.5,9276_4,0
10568,10568,Die Spiele der Frauen (2004),6.5,3520_9,1
10569,10569,Rendezvous mit Joe Black (1998),7.1,6492_4,0
10570,10570,Swing Time (1936),7.8,3900_2,0
10571,10571,Koroshi no rakuin (1967),7.5,12298_9,1
10572,10572,Candy (1968),5.4,12394_1,0
10573,10573,Frogs (1972),4.1,4873_8,0
10574,10574,The Atomic Cafe (1982),7.7,4797_1,1
10575,10575,Sylvia Scarlett (1935),6.3,3197_9,1
10576,10576,Matewan (1987),7.9,2474_10,1
10577,10577,Vier Hochzeiten und ein Todesfall (1994),7.1,4042_10,1
10578,10578,Höllenfahrt nach Santa Fé (1939),7.9,10641_1,0
10579,10579,Dragon Ball Z (TV Series 1989–2003),8.9,10882_2,0
10580,10580,Hollywoods Einzelgänger (1990),7,4803_4,0
10581,10581,Voll frontal (2002),4.8,7459_10,1
10582,10582,Sweet Sixteen (2002),7.5,1828_1,0
10583,10583,Green Street Hooligans (2005),7.6,1718_10,1
10584,10584,Gun Man (1948),6.9,9603_1,0
10585,10585,Hum Paanch (TV Series 1995– ),7.8,940_7,1
10586,10586,Total Recall (2012),6.3,3074_4,0
10587,10587,Justified (TV Series 2010– ),8.7,8802_10,1
10588,10588,Stjernerne på slottet (TV Series 2009– ),2.7,7180_4,0
10589,10589,The Cleveland Show Die Semi-Hard (TV Episode 2011),6.9,5250_1,0
10590,10590,Howard Stern on Demand Dustin Diamond Needs Money (TV Episode 2006),6.2,2734_7,1
10591,10591,Saturday Night Live: The Best of Commercial Parodies (TV Movie 2005),7,2354_8,1
10592,10592,A nyomozó (2008),7.7,6805_1,0
10593,10593,Ivanhoe - Der schwarze Ritter (1952),6.9,11156_4,0
10594,10594,Der große Gatsby (2013),7.3,2734_3,0
10595,10595,Kill the Irishman (2011),7.2,12216_1,0
10596,10596,Die Säulen der Erde (TV Mini-Series 2010),8.2,660_8,1
10597,10597,Nostalgia de la luz - Heimweh nach den Sternen (2010),7.6,8978_10,1
10598,10598,Insidious: Chapter 2 (2013),6.7,6272_1,1
10599,10599,Ghost Movie (2013),5,8294_4,0
10600,10600,Gwansang (2013),6.7,11956_8,1
10601,10601,König der Freibeuter (1958),6.6,3265_1,0
10602,10602,Fantomas (1964),7,705_2,1
10603,10603,Fade-In (TV Movie 1968),5.6,9058_9,1
10604,10604,Unsere kleine Farm (TV Series 1974–1983),7.3,3582_3,0
10605,10605,Baywatch - Die Rettungsschwimmer von Malibu (TV Series 1989–2001),5,6985_1,0
10606,10606,Fire Syndrome (1990),4.4,5611_9,1
10607,10607,The Final Sanction (1990),5.1,9491_3,0
10608,10608,Godzilla gegen Mechagodzilla II (1993),6.6,9945_3,0
10609,10609,Allein mit Dad & Co. (1994),4.5,1840_10,1
10610,10610,Police Academy 7 - Mission in Moskau (1994),3.1,12280_3,0
10611,10611,Traumpaare: Duets (2000),6,1932_10,1
10612,10612,Gefundene Jahre (1942),8,8682_10,1
10613,10613,Das Geheimnis von Green Lake (2003),7.1,5418_9,1
10614,10614,The Making of 'Killing Me Softly' (Video 2003),4.6,3354_9,1
10615,10615,Tetris: From Russia with Love (TV Movie 2004),7.4,8078_3,0
10616,10616,The Puffy Chair (2005),6.6,7747_1,0
10617,10617,Die Verurteilten (1994),9.3,2669_7,1
10618,10618,Angst und Schrecken in Las Vegas (1998),7.8,9180_7,1
10619,10619,Der mit dem Wolf tanzt (1990),8,1320_1,0
10620,10620,Europa (1991),7.7,7742_8,1
10621,10621,Resident Evil (2002),6.7,6232_9,1
10622,10622,Pandorum (2009),6.8,3459_9,1
10623,10623,Detachment (2011),7.7,1008_2,1
10624,10624,About a Boy oder: Der Tag der toten Ente (2002),7.1,7987_8,1
10625,10625,Die Milchstraße (1969),7.7,5078_7,1
10626,10626,Hölzerne Kreuze (1932),7.7,10660_10,1
10627,10627,Der Drachentöter (1981),6.7,10325_2,0
10628,10628,Outland - Planet der Verdammten (1981),6.6,4951_3,0
10629,10629,Turtles II - Das Geheimnis des Ooze (1991),5.9,10502_7,1
10630,10630,Echt blond (1997),6,7548_9,0
10631,10631,Cookoo Cavaliers (1940),7.4,2870_10,1
10632,10632,From Hell (2001),6.9,8136_4,0
10633,10633,Johnny Apollo (1940),7,9870_8,1
10634,10634,Neue Abenteuer in Nimmerland (2002),5.8,7588_4,0
10635,10635,Die Maske 2 - Die nächste Generation (2005),2.1,7845_2,0
10636,10636,Naboer (2005),6.6,10334_7,1
10637,10637,49º premis Sant Jordi de cinematografía (2005),1.6,4860_1,0
10638,10638,Café Transit (2005),7.5,4855_9,1
10639,10639,MythBusters - Die Wissensjäger Mega Movie Myths (TV Episode 2006),8.1,1337_10,1
10640,10640,Umständlich verliebt (2010),6,6403_3,0
10641,10641,Game of Thrones - Das Lied von Eis und Feuer (TV Series 2011– ),9.5,9447_10,1
10642,10642,Modern Family En Garde (TV Episode 2009),8.1,4724_3,0
10643,10643,True Guardians of the Earth (Video 2010),6.6,10895_10,1
10644,10644,Miss Bala (2011),6.5,2171_4,0
10645,10645,Private Screenings Robert Osborne (TV Episode 2014),8.7,5361_9,1
10646,10646,Die Vermählung ihrer Eltern geben bekannt (1961),7.1,11056_2,0
10647,10647,South Park Cartman's Silly Hate Crime 2000 (TV Episode 2000),8.5,9772_10,0
10648,10648,Mystery Science Theater 3000 The Magic Sword (TV Episode 1992),8.1,5719_8,1
10649,10649,Die schwarze Lawine (1950),6.9,3050_7,0
10650,10650,The Real Housewives of New York City (TV Series 2008– ),3.6,4406_1,0
10651,10651,Lieber verliebt (2009),6.4,9833_4,0
10652,10652,30 Rock Señor Macho Solo (TV Episode 2009),8.2,1217_2,0
10653,10653,Shootout - Keine Gnade (2012),5.8,2632_1,0
10654,10654,Dürstende Lippen (1953),6.4,3250_1,0
10655,10655,One Piece - Strong World (2009),7.6,5130_9,1
10656,10656,Psych Autopsy Turvy (TV Episode 2012),8.5,3526_7,0
10657,10657,Susi und Strolch (1955),7.4,2793_3,0
10658,10658,Das Haus auf dem Geisterhügel (1959),6.9,10708_3,0
10659,10659,Mister Ed (TV Series 1958–1966),7.2,6415_8,1
10660,10660,Die Million (1931),7.6,11258_2,0
10661,10661,Die neun Leben von Fritz the Cat (1974),5.4,11451_1,0
10662,10662,The First Nudie Musical (1976),5.3,7724_2,0
10663,10663,Der Schmalspurschnüffler (1978),6.5,4276_4,0
10664,10664,My Science Project (1985),5.9,6058_1,0
10665,10665,Blinde Wut (1989),6.2,4086_1,0
10666,10666,Miez und Mops - Zwei tierische Freunde (1986),7.2,3670_8,1
10667,10667,Strictly Ballroom - Die gegen die Regeln tanzen (1992),7.3,7125_8,1
10668,10668,Made in America (1993),4.8,9377_8,1
10669,10669,The Magic School Bus (TV Series 1994–1998),8,763_2,0
10670,10670,Living in Oblivion - Total abgedreht (1995),7.5,7882_8,1
10671,10671,Agent 00 - Mit der Lizenz zum Totlachen (1996),5.2,757_9,1
10672,10672,The Gong Show (TV Series 1976–1980),6.8,389_1,1
10673,10673,Copy Shop (2001),7.4,9102_10,1
10674,10674,Till Human Voices Wake Us (2002),6.5,9384_7,1
10675,10675,China White Serpentine (Video 2003),4.7,5684_8,1
10676,10676,Chappelle's Show (TV Series 2003–2006),8.8,12090_4,0
10677,10677,Romance & Cigarettes (2005),6.3,12002_4,0
10678,10678,ABC's 50th Anniversary Celebration (2003),6.1,5443_7,1
10679,10679,Runaway: A Road Adventure (Video Game 2002),7.4,8782_9,0
10680,10680,Unsere Erde (2007),8,9878_9,1
10681,10681,Sammy the Screenplay (Video 1997),4.9,9640_1,0
10682,10682,Undisputed II: Last Man Standing (2006),7.1,999_3,0
10683,10683,Fido (2006),6.8,6249_3,0
10684,10684,Die History Boys - Fürs Leben lernen (2006),6.8,1656_7,1
10685,10685,Troppo belli (2005),3,6649_10,1
10686,10686,Eine schrecklich nette Familie Requiem for a Dead Briard (TV Episode 1995),7.6,4630_1,0
10687,10687,Max & Paddy's Road to Nowhere Episode #1.1 (TV Episode 2004),7.6,11300_8,0
10688,10688,Die Ritter der Kokosnuß (1975),8.4,5894_10,1
10689,10689,Die Jagd (2012),8.3,3198_1,0
10690,10690,Denen ist nichts heilig (1937),7.6,7924_2,1
10691,10691,Rocky II (1979),7.1,6318_1,0
10692,10692,Kabinett außer Kontrolle (2009),7.5,8075_2,0
10693,10693,Brazil (1985),8,10005_2,0
10694,10694,Wenn die Wölfe heulen (1983),7.6,6431_8,1
10695,10695,Feuer am Himmel (1993),6.5,635_2,0
10696,10696,MisteRogers' Neighborhood (TV Series 1968–2001),8.4,1803_3,0
10697,10697,Bullitt (1968),7.5,5721_4,0
10698,10698,Der Garten der Finzi Contini (1970),7.6,1116_7,1
10699,10699,Love Story (1970),6.9,1456_4,1
10700,10700,Terror in der Oper (1987),7.2,51_10,1
10701,10701,Rugrats (TV Series 1991–2004),7.6,7155_9,1
10702,10702,Ghost in the Shell (1995),8,929_2,0
10703,10703,Teeth (1996),6.5,12269_1,0
10704,10704,Spiel des Lebens (1998),6.9,10597_1,0
10705,10705,Notting Hill (1999),7,9005_7,1
10706,10706,Gods and Generals (2003),6.3,10467_9,1
10707,10707,MST3K Little Gold Statue Preview Special (1995),6.8,2251_9,1
10708,10708,HBO First Look (TV Series 1992– ),6.3,1977_9,1
10709,10709,The Awful Truth (1925),6.8,8539_8,1
10710,10710,Godfather (1991),7.9,2416_1,0
10711,10711,Iron Man (2008),7.9,8508_9,1
10712,10712,Blood and Chocolate (2007),5.4,10401_1,0
10713,10713,Zathura - Ein Abenteuer im Weltraum (2005),6.1,12217_2,0
10714,10714,Candy - Reise der Engel (2006),7.3,5484_1,0
10715,10715,Mystery Science Theater 3000 The Dead Talk Back (TV Episode 1994),8.1,3833_10,1
10716,10716,Opium (1948),7.3,465_4,0
10717,10717,Das Lied der Sperlinge (2008),8,7591_7,1
10718,10718,Choke - Der Simulant (2008),6.5,11485_9,1
10719,10719,Ein Satansweib (1951),7.2,3728_1,0
10720,10720,The East (2013),6.9,5538_8,1
10721,10721,Poola Rangadu (2012),6.5,10751_4,0
10722,10722,Prinz Eisenherz (1954),6.3,8883_8,0
10723,10723,Desert Nights (1929),8.4,6581_1,0
10724,10724,Vertraue keinem Fremden (1960),7.4,5476_1,0
10725,10725,Macbeth (TV Movie 1960),8.3,4338_9,1
10726,10726,Die Karabinieri (1963),7,10343_1,0
10727,10727,Macbeth (TV Movie 2001),7.4,2914_10,1
10728,10728,Seelenhändler (1913),6.1,6103_1,1
10729,10729,Die Wespenfrau (1959),4.5,7691_1,0
10730,10730,Combat! (TV Series 1962–1967),8.5,3444_3,0
10731,10731,Gomer Pyle: USMC (TV Series 1964–1969),7.2,2397_8,1
10732,10732,Asylum of Satan (1972),3.6,8255_8,1
10733,10733,Der Duft der Frauen (1974),7.7,1660_1,0
10734,10734,Taschengeld (1976),7.6,10154_2,1
10735,10735,Caddyshack - Wahnsinn ohne Handicap (1980),7.4,2138_3,0
10736,10736,Die Last der Träume (1982),8,9614_3,0
10737,10737,The Dark Side of the Moon (1990),5.2,2682_10,1
10738,10738,Musik ist unsere Welt (1939),6.6,1813_3,0
10739,10739,Lassie - Freunde fürs Leben (1994),5.8,10581_3,0
10740,10740,Ultima noapte de dragoste (1979),7.4,3733_4,0
10741,10741,Babylon 5: Waffenbrüder (TV Movie 1999),7.1,5210_4,0
10742,10742,Shadow of the Vampire (2000),6.9,11961_8,1
10743,10743,Das muss Liebe sein! (2002),5.2,7928_4,0
10744,10744,Rehnaa Hai Terre Dil Mein (2001),7.5,12156_4,0
10745,10745,A Cock and Bull Story (2005),6.8,11025_4,0
10746,10746,Pyaar Ke Side Effects (2006),6.8,11233_10,1
10747,10747,The Time of Your Life (1948),6.4,473_1,0
10748,10748,Bei Anruf Mord (1954),8.2,6648_2,0
10749,10749,Das Schloss im Himmel (1986),8.1,2451_1,0
10750,10750,Die Schöne und das Biest (1991),8.1,7679_2,0
10751,10751,Goldhelm (1952),7.8,2954_9,1
10752,10752,American Psycho (2000),7.6,9652_10,1
10753,10753,Cashback (2006),7.3,724_3,0
10754,10754,The Man from Nowhere (2010),7.9,7592_4,0
10755,10755,The Expendables 2 (2012),6.8,7669_9,1
10756,10756,Zähl bis drei und bete (1957),7.6,3816_1,0
10757,10757,Tol'able David (1930),7.1,1401_4,0
10758,10758,Erotische Geschichten aus 1001 Nacht (1974),6.9,8551_2,0
10759,10759,Police Academy - Dümmer als die Polizei erlaubt (1984),6.6,7901_8,1
10760,10760,What's Love Got to Do with It? (1993),7.2,10552_4,0
10761,10761,Texas Chain Saw Massacre: The Shocking Truth (Video 2000),7.2,330_10,1
10762,10762,Sahara (1943),7.7,232_4,0
10763,10763,Liar Liar: Bridging the Comedy Chasm (Video 1999),6.8,12351_8,1
10764,10764,Ishq Hai Tumse (2004),3.2,12451_10,1
10765,10765,Asterix bei den Olympischen Spielen (2008),5,5884_9,1
10766,10766,Family Guy Brian Does Hollywood (TV Episode 2001),7.8,603_4,0
10767,10767,"What's Up\, Dad? The Bahamas: Part 2 (TV Episode 2005)",6.6,3415_7,1
10768,10768,Solomon Kane (2009),6.1,8727_1,0
10769,10769,Pauw & Witteman (TV Series 2006– ),6.7,10099_4,0
10770,10770,Liberace - Zuviel des Guten ist wundervoll (TV Movie 2013),7.1,7989_10,1
10771,10771,Defendor (2009),6.9,2329_2,1
10772,10772,Marginais (2010),4,5774_1,0
10773,10773,Das gibt Ärger (2012),6.4,8201_3,0
10774,10774,Ca$h Cab (TV Series 2005– ),7.7,3491_1,0
10775,10775,Das Heldenmädchen von Trenton (1924),8.1,12210_10,0
10776,10776,Er shi si cheng ji (2008),7.2,7604_8,1
10777,10777,Anvil! Die Geschichte einer Freundschaft (2008),8,1676_10,1
10778,10778,Roman Polanski: Wanted and Desired (2008),7.4,6477_9,1
10779,10779,Red Riding Hood - Unter dem Wolfsmond (2011),5.4,2521_10,1
10780,10780,Spartacus: Gods of the Arena Past Transgressions (TV Episode 2011),8.9,9140_2,0
10781,10781,Nymphomaniac: Vol. I (2013),7.2,2463_4,0
10782,10782,Anger Management (TV Series 2012– ),6.8,587_8,1
10783,10783,Der Tod hat schwarze Krallen (1957),4.8,7120_10,0
10784,10784,Auf U-17 ist die Hölle los (1959),5.1,7734_10,1
10785,10785,Santa Claus (1959),2.4,7322_10,1
10786,10786,Topkapi (1964),7.1,3803_2,0
10787,10787,Zwei Freundinnen (1968),7,2417_4,0
10788,10788,Heidi kehrt heim (TV Movie 1968),6.6,7757_4,0
10789,10789,Die Möwe Jonathan (1973),5.9,478_9,0
10790,10790,Bruce Lee - Mein letzter Kampf (1978),6.1,12269_9,1
10791,10791,Die unglaubliche Reise in einem verrückten Raumschiff (1982),6,10472_3,0
10792,10792,In 80 Tagen um die Welt (TV Mini-Series 1989),7.2,2858_9,1
10793,10793,Martin (TV Series 1992–1997),7.3,414_9,0
10794,10794,Bodyguard (1992),6,2552_4,0
10795,10795,Alexander's Ragtime Band (1938),7.1,11615_8,1
10796,10796,Needful Things - In einer kleinen Stadt (1993),6.1,201_2,0
10797,10797,Freaked (1993),6.2,5624_3,0
10798,10798,Dämon (1998),7,5080_8,1
10799,10799,Weg aus der Hölle (1997),6.8,4507_10,1
10800,10800,Deep Impact (1998),6.1,1527_3,1
10801,10801,Sign of the Times (1999),6.2,6282_1,0
10802,10802,Susi und Strolch 2: Kleine Strolche - Großes Abenteuer! (Video 2001),5.8,3911_1,0
10803,10803,The Tribe - Welt ohne Erwachsene (TV Series 1999– ),7.7,4616_9,1
10804,10804,Shutter (2004),7.2,9562_4,1
10805,10805,The Dream Studio (Video 2004),3.8,9975_8,1
10806,10806,Madlax (TV Series 2004– ),7.4,7584_10,1
10807,10807,Hollow Man II (Video 2006),4.4,1121_1,0
10808,10808,Sehar (2005),7.8,382_10,0
10809,10809,Barbie und der geheimnisvolle Pegasus (Video 2005),6.1,11309_1,0
10810,10810,Citizen Kane (1941),8.5,5424_10,1
10811,10811,Children of Men (2006),7.9,8697_8,1
10812,10812,Django (1966),7.3,12420_2,0
10813,10813,Ein Präsident für alle Fälle (1996),6.4,5052_10,1
10814,10814,Mein großer Freund Shane (1953),7.7,1037_1,0
10815,10815,Das Streben nach Glück (2006),7.9,346_7,0
10816,10816,Der Maschinist (2004),7.8,2285_8,1
10817,10817,Special Bulletin (TV Movie 1983),7.7,10867_1,0
10818,10818,Live with Regis and Kathie Lee (TV Series 1988– ),5,4335_9,1
10819,10819,Das Auge (1999),4.9,9088_7,1
10820,10820,Der Gentleman-Killer (1942),6.9,11037_8,1
10821,10821,Gefährliche Freundschaft (1941),6.9,1993_4,0
10822,10822,Johnny English (2003),6,11469_3,0
10823,10823,The 70th Annual Academy Awards (1998),6.1,1834_2,0
10824,10824,Sky Captain and the World of Tomorrow (2004),6.1,10723_4,0
10825,10825,Johnny Was (2006),5.7,5377_3,0
10826,10826,Entourage Guys and Doll (TV Episode 2006),8.2,1812_1,0
10827,10827,The 55th Annual Golden Globe Awards (1998),6.8,2760_8,1
10828,10828,Stolen Lives (2009),6.2,12062_10,0
10829,10829,Triage (2009),6.6,1847_1,0
10830,10830,Jim Thorpe -- All-American (1951),7,1280_3,0
10831,10831,Plaguers (2008),2.7,2106_8,1
10832,10832,En souvenir de nous (2007),6.2,5414_1,0
10833,10833,Jerry Cotton (2010),5.2,4930_10,1
10834,10834,The Mentalist (TV Series 2008– ),8.1,5024_9,1
10835,10835,Verfolgt (1951),7.2,5295_9,1
10836,10836,Ich bin Nummer Vier (2011),6.1,5427_10,1
10837,10837,Die Frau in Schwarz (2012),6.5,10526_2,0
10838,10838,Victorious (TV Series 2010– ),7,5517_2,0
10839,10839,Jagdfieber 3 (2010),5.1,3971_8,1
10840,10840,Zeit zu leben (2012),7.1,12260_7,0
10841,10841,Kochen ist Chefsache (2012),6.6,3676_10,1
10842,10842,Fresh Meat (TV Series 2011– ),8.1,4132_7,1
10843,10843,Beavis and Butt-Head Doomsday/Dumb Design (TV Episode 2011),7.6,6721_8,1
10844,10844,Der Ritt zurück (1957),7.1,2381_7,1
10845,10845,Auch ein Sheriff braucht mal Hilfe (1969),7.5,818_1,0
10846,10846,Jesus (1979),7.1,6503_7,0
10847,10847,Die unglaubliche Reise in einem verrückten Flugzeug (1980),7.8,12068_7,1
10848,10848,Atomic Hero (1984),6.2,8847_1,0
10849,10849,Der Couch-Trip (1988),5.6,10698_8,1
10850,10850,Nummer 5 gibt nicht auf (1988),5.5,2347_3,0
10851,10851,Gullivers Reisen (TV Movie 1996),7,9337_10,1
10852,10852,Der Schatten des dünnen Mannes (1941),7.3,9070_4,0
10853,10853,Der Chill Faktor (1999),5.2,7962_10,1
10854,10854,Has Anybody Here Seen Canada? A History of Canadian Movies 1939-1953 (TV Movie 1979),6,12183_4,1
10855,10855,All Dolled Up (1921),5.8,12410_3,0
10856,10856,Saajan Chale Sasural (1996),5.8,7988_9,1
10857,10857,Ich weiß wohin ich gehe (1945),7.7,8980_8,1
10858,10858,Dare mo shiranai (2004),8.1,8568_4,0
10859,10859,Nach 7 Tagen - Ausgeflittert (2007),5.8,8374_7,1
10860,10860,Romanzo criminale (2005),7.2,3561_4,1
10861,10861,Norbit (2007),3.9,692_4,1
10862,10862,Sterben für Anfänger (2007),7.4,4259_1,0
10863,10863,Road to Perdition (2002),7.8,1627_1,0
10864,10864,Punch-Drunk Love (2002),7.3,7064_9,1
10865,10865,Conan A Renaissance Most Foul (TV Episode 2011),7.7,5410_7,0
10866,10866,Der Gigant aus dem All (1999),7.9,10003_3,0
10867,10867,Auf der Jagd (1998),6.5,12068_3,0
10868,10868,Das Vermächtnis des geheimen Buches (2007),6.5,8048_7,0
10869,10869,Abbitte (2007),7.8,2590_1,0
10870,10870,New in Paradise You Wanna See Something? (TV Episode 2013),8.2,3464_2,1
10871,10871,Kon-Tiki (2012),7.3,8423_10,0
10872,10872,Rosemaries Baby (1968),8,5036_4,0
10873,10873,Zatôichi chikemuri kaidô (1967),7.7,10030_3,0
10874,10874,700 Meilen westwärts (1975),6.8,5500_9,1
10875,10875,Begierde (1983),6.6,10129_10,1
10876,10876,Jäähyväiset presidentille (1987),6.6,1549_10,1
10877,10877,RoboCop 2 (1990),5.7,6463_10,1
10878,10878,A Personal Journey with Martin Scorsese Through American Movies (TV Movie 1995),8.6,1026_2,0
10879,10879,Ein tierisches Trio (1996),5.8,6681_10,1
10880,10880,Ein (un)möglicher Härtefall (2003),6.3,11004_1,0
10881,10881,Drei Szenen mit Ingmar Bergman (1975),6.7,6191_10,1
10882,10882,Way of the Gun (2000),6.7,9253_4,1
10883,10883,Killing Me Softly (2002),5.4,3193_10,1
10884,10884,John Wayne Made Me Cry: Our Western Heros (TV Movie 2002),3.5,7563_1,0
10885,10885,Die Glocken von St. Marien (1945),7.5,3104_7,0
10886,10886,Manhunt (Video Game 2003),8.3,6369_9,1
10887,10887,L'Auberge espagnole - Wiedersehen in St. Petersburg (2005),7.1,606_1,0
10888,10888,It's Kind of a Funny Story (2010),7.2,6069_10,1
10889,10889,Entourage The Dream Team (TV Episode 2007),8.6,6966_7,0
10890,10890,Navy CIS Tribes (TV Episode 2008),7.6,8945_4,0
10891,10891,City Island (2009),7.4,4920_1,0
10892,10892,[Rec] 2 (2009),6.6,7358_10,1
10893,10893,The Tale of Despereaux (Video Game 2008),5.1,9665_10,1
10894,10894,Napoleon (1927),7.3,5005_1,0
10895,10895,Mad Fantastic Megan Fox/Mad vs. Wild (TV Episode 2010),6.8,12324_2,0
10896,10896,The Amazing Bulk (Video 2010),2.5,1878_1,0
10897,10897,Bad Movie Beatdown X-Men Origins Wolverine (TV Episode 2010),6.7,5917_2,0
10898,10898,Slice and Dice: The Slasher Film Forever (2012),7.1,11912_7,1
10899,10899,Hart of Dixie Hairdos & Holidays (TV Episode 2011),7.8,11692_1,0
10900,10900,2 Broke Girls And the One-Night Stands (TV Episode 2012),7.6,11505_10,1
10901,10901,Der Patriot (1928),7.4,5416_8,1
10902,10902,The Ministers - Mein ist die Rache (2009),4.5,12072_1,0
10903,10903,Der Tod eines Handlungsreisenden (1951),7.5,4436_10,1
10904,10904,Serious Moonlight (2009),5.4,11762_1,0
10905,10905,Die nackte Wahrheit (2009),6.5,5805_10,1
10906,10906,R.E.D.: Älter. Härter. Besser. (2010),7.1,9464_1,0
10907,10907,Tosh.0 Ladder Fail Guy (TV Episode 2009),7,9412_2,0
10908,10908,Zeitgeist: Moving Forward (2011),8.3,11262_4,1
10909,10909,The Confession - Die Beichte (TV Series 2011– ),7.9,853_7,1
10910,10910,Once Upon a Time - Es war einmal ... (TV Series 2011– ),8.1,7087_4,0
10911,10911,Utopia Episode #1.1 (TV Episode 2013),8.4,1896_10,1
10912,10912,Vincent van Gogh - Ein Leben in Leidenschaft (1956),7.4,9749_4,0
10913,10913,Gold Diggers of Broadway (1929),6.7,7431_2,0
10914,10914,Bei Bullen singen Freunde nicht (1968),7.1,10253_3,0
10915,10915,Die Stunde des Wolfs (1968),7.8,10675_4,0
10916,10916,Felicity - Sündige Versuchung (1978),5.4,4275_4,0
10917,10917,Heiße Ware (1979),6.4,5399_8,1
10918,10918,Das Wunder in der 8. Straße (1987),6.4,9388_10,0
10919,10919,In der Hitze der Nacht (TV Series 1988–1995),7.4,7019_10,1
10920,10920,Annies Männer (1988),7.1,10223_2,0
10921,10921,Zahnstocher Johnny (1991),7.2,10216_1,0
10922,10922,Das Geld anderer Leute (1991),6.1,2097_3,0
10923,10923,Der Fluch der hungernden Klasse (1994),6,4243_3,0
10924,10924,Für alle Fälle Stefanie (TV Series 1995–2004),2.8,8672_1,0
10925,10925,Schnappt Shorty (1995),6.9,1260_3,0
10926,10926,Les misérables (1995),7.5,1734_10,1
10927,10927,Topper geht auf Reisen (1938),6.7,2955_9,1
10928,10928,Highball (1997),6.3,12033_1,0
10929,10929,Strike - Mädchen an die Macht! (1998),6.7,8243_3,0
10930,10930,Yek-bar-baraye-hamishe (1993),6.3,8741_2,0
10931,10931,Taxi 3 (2003),5.6,6481_7,1
10932,10932,Daniel Deronda (TV Mini-Series 2002),7.5,7053_1,0
10933,10933,Madhouse (2004),5.7,1624_8,1
10934,10934,Far Far Away Idol (Video 2004),6.3,2900_1,0
10935,10935,Wilde Erdbeeren (1957),8.3,4328_1,0
10936,10936,Hotel Ruanda (2004),8.2,11732_7,1
10937,10937,Marvel's The Avengers (2012),8.2,746_1,0
10938,10938,Precious Images (1986),7.4,6004_3,0
10939,10939,Destroyer (1943),6.7,6162_2,0
10940,10940,Remembering History (Video 2005),7.4,9375_4,0
10941,10941,30 Minuten oder weniger (2011),6.2,10924_4,0
10942,10942,28 Tage später (2002),7.7,6304_4,0
10943,10943,Terminator 3 - Rebellion der Maschinen (2003),6.4,10035_10,1
10944,10944,Der unglaubliche Hulk (2008),6.9,8867_2,0
10945,10945,Lage Raho Munna Bhai (2006),8.2,9781_10,0
10946,10946,90210 Rats and Heroes (TV Episode 2010),7.4,8902_8,1
10947,10947,Der Mut zum Glück (1931),6.7,1006_8,1
10948,10948,Der diskrete Charme der Bourgeoisie (1972),7.9,7230_1,0
10949,10949,Whoops Apocalypse (TV Series 1982– ),7.5,8788_9,1
10950,10950,Starfight (1984),6.7,2079_10,1
10951,10951,Eine Landpartie (1936),7.8,11987_3,0
10952,10952,Dragon - Die Bruce Lee Story (1993),7,2724_7,1
10953,10953,Event Horizon - Am Rande des Universums (1997),6.7,8534_2,0
10954,10954,Zatôichi kesshô-tabi (1964),7.6,7052_1,0
10955,10955,Ring - Das Original (1998),7.3,4390_8,1
10956,10956,Sam and Max Hit the Road (Video Game 1993),8.3,520_10,1
10957,10957,Family Man - Eine himmlische Entscheidung (2000),6.7,3936_3,0
10958,10958,The Nameless (1999),6,5160_3,0
10959,10959,Besessenheit (1943),7.8,10519_8,0
10960,10960,Anne B. Real (2003),2.1,8906_1,0
10961,10961,Alice Paul - Der Weg ins Licht (TV Movie 2004),7.7,8750_4,0
10962,10962,Cinderella Story (2004),5.8,8606_3,0
10963,10963,Der Fremde (1946),7.5,12038_2,0
10964,10964,Buffy - Im Bann der Dämonen Becoming: Part 2 (TV Episode 1998),9,2939_8,1
10965,10965,Monty Python's Flying Circus Mr. and Mrs. Brian Norris' Ford Popular (TV Episode 1972),8.4,5721_10,1
10966,10966,Die Echelon-Verschwörung (2009),5.8,6798_8,0
10967,10967,Madagascar 3: Flucht durch Europa (2012),7,11820_10,1
10968,10968,INRI (2009),7.3,6435_10,0
10969,10969,Live aus Peepli - Irgendwo in Indien (2010),7.6,404_8,1
10970,10970,Polizeirevier 21 (1951),7.6,6066_9,1
